axis(cm-1),no excitation,,with_excitation,,diff
30835.05864,768.18129,,1072.1704,,303.98911
30843.12419,761.04591,,1068.203,,307.15709
30851.18973,753.96763,,1064.4797,,310.51207
30859.25528,746.9436,,1060.8456,,313.902
30867.32082,739.96988,,1057.1751,,317.20522
30875.38636,733.05066,,1053.3159,,320.26524
30883.45191,726.17731,,1049.1475,,322.97019
30891.51745,719.34899,,1044.5572,,325.20821
30899.583,712.56774,,1039.4474,,326.87966
30907.64854,705.83224,,1033.7529,,327.92066
30915.71408,699.14008,,1027.4179,,328.27782
30923.77963,692.50863,,1020.4185,,327.90987
30931.84517,685.93545,,1012.7596,,326.82415
30939.91072,679.43803,,1004.4569,,325.01887
30947.97626,673.02585,,995.55282,,322.52697
30956.0418,666.72213,,986.11575,,319.39362
30964.10735,660.54677,,976.21502,,315.66825
30972.17289,654.52171,,965.9329,,311.41119
30980.23844,648.66952,,955.36744,,306.69792
30988.30398,643.01962,,944.59265,,301.57303
30996.36952,637.58695,,933.71512,,296.12817
31004.43507,632.38709,,922.80547,,290.41838
31012.50061,627.43438,,911.95009,,284.51571
31020.56616,622.72339,,901.19372,,278.47033
31028.6317,618.24737,,890.59414,,272.34677
31036.69724,613.99053,,880.1991,,266.20857
31044.76279,609.91651,,870.04122,,260.12471
31052.82833,605.99062,,860.14007,,254.14945
31060.89388,602.16736,,850.5284,,248.36104
31068.95942,598.38905,,841.22435,,242.8353
31077.02496,594.5981,,832.23972,,237.64162
31085.09051,590.73747,,823.5999,,232.86243
31093.15605,586.74647,,815.31642,,228.56995
31101.2216,582.57616,,807.40691,,224.83075
31109.28714,578.18306,,799.89466,,221.7116
31117.35268,573.52551,,792.7953,,219.26979
31125.41823,568.58525,,786.1196,,217.53435
31133.48377,563.35084,,779.88517,,216.53433
31141.54932,557.82839,,774.09666,,216.26827
31149.61486,552.03554,,768.76422,,216.72868
31157.6804,546.00575,,763.88542,,217.87967
31165.74595,539.78189,,759.45739,,219.6755
31173.81149,533.42329,,755.47062,,222.04733
31181.87704,526.98967,,751.91539,,224.92572
31189.94258,520.55113,,748.77217,,228.22104
31198.00812,514.18101,,746.02116,,231.84015
31206.07367,507.94495,,743.6155,,235.67055
31214.13921,501.90479,,741.55379,,239.649
31222.20476,496.11967,,739.7734,,243.65373
31230.2703,490.627,,738.22544,,247.59844
31238.33584,485.45917,,736.85756,,251.39839
31246.40139,480.62343,,735.59795,,254.97452
31254.46693,476.11971,,734.38151,,258.2618
31262.53248,471.92289,,733.13102,,261.20813
31270.59802,467.99887,,731.76464,,263.76577
31278.66356,464.29195,,730.19838,,265.90643
31286.72911,460.7439,,728.35825,,267.61435
31294.79465,457.28579,,726.17254,,268.88675
31302.8602,453.84437,,723.57023,,269.72586
31310.92574,450.3465,,720.50719,,270.16069
31318.99128,446.72829,,716.93866,,270.21037
31327.05683,442.93056,,712.84398,,269.91342
31335.12237,438.905,,708.22378,,269.31878
31343.18792,434.62029,,703.08566,,268.46537
31351.25346,430.05648,,697.45679,,267.40031
31359.319,425.21585,,691.38501,,266.16916
31367.38455,420.1127,,684.92404,,264.81134
31375.45009,414.77706,,678.1481,,263.37104
31383.51564,409.24816,,671.13183,,261.88367
31391.58118,403.5815,,663.96498,,260.38348
31399.64672,397.83549,,656.73919,,258.9037
31407.71227,392.06901,,649.54533,,257.47632
31415.77781,386.3459,,642.47959,,256.13369
31423.84336,380.7203,,635.63032,,254.91002
31431.9089,375.24646,,629.09062,,253.84416
31439.97444,369.96348,,622.93174,,252.96826
31448.03999,364.89839,,617.22183,,252.32344
31456.10553,360.07267,,612.0157,,251.94303
31464.17108,355.48568,,607.35347,,251.86779
31472.23662,351.13016,,603.24564,,252.11548
31480.30216,346.98919,,599.7029,,252.71371
31488.36771,343.03094,,596.69734,,253.6664
31496.43325,339.21999,,594.18332,,254.96333
31504.4988,335.5137,,592.1032,,256.5895
31512.56434,331.87004,,590.3754,,258.50536
31520.62988,328.24848,,588.90382,,260.65534
31528.69543,324.60718,,587.57906,,262.97188
31536.76097,320.91185,,586.28894,,265.37709
31544.82652,317.13808,,584.9115,,267.77342
31552.89206,313.266,,583.33848,,270.07248
31560.9576,309.28387,,581.46502,,272.18115
31569.02315,305.19474,,579.19737,,274.00263
31577.08869,301.00283,,576.4638,,275.46097
31585.15424,296.7272,,573.2049,,276.4777
31593.21978,292.38624,,569.41016,,277.02392
31601.28532,288.0082,,565.06335,,277.05515
31609.35087,283.62183,,560.18674,,276.56491
31617.41641,279.2592,,554.8246,,275.5654
31625.48196,274.94829,,549.04116,,274.09287
31633.5475,270.71693,,542.92038,,272.20345
31641.61304,266.58468,,536.55235,,269.96767
31649.67859,262.57823,,530.03758,,267.45935
31657.74413,258.70468,,523.47858,,264.7739
31665.80968,254.9708,,516.97303,,262.00223
31673.87522,251.3765,,510.61024,,259.23374
31681.94076,247.91484,,504.46537,,256.55053
31690.00631,244.57782,,498.60204,,254.02422
31698.07185,241.34936,,493.05968,,251.71032
31706.1374,238.20986,,487.86362,,249.65376
31714.20294,235.14249,,483.01338,,247.87089
31722.26848,232.12499,,478.49931,,246.37432
31730.33403,229.13796,,474.28531,,245.14735
31738.39957,226.16806,,470.32431,,244.15625
31746.46512,223.19959,,466.56707,,243.36748
31754.53066,220.2242,,462.94869,,242.72449
31762.5962,217.23488,,459.4065,,242.17162
31770.66175,214.23419,,455.87965,,241.64546
31778.72729,211.22174,,452.31973,,241.09799
31786.79284,208.20719,,448.67476,,240.46757
31794.85838,205.19759,,444.9166,,239.71901
31802.92392,202.20648,,441.0231,,238.81662
31810.98947,199.24395,,436.99302,,237.74907
31819.05501,196.32228,,432.83097,,236.50869
31827.12056,193.45055,,428.56192,,235.11137
31835.1861,190.63834,,424.21378,,233.57544
31843.25164,187.89015,,419.82923,,231.93908
31851.31719,185.21187,,415.45477,,230.2429
31859.38273,182.60174,,411.13632,,228.53458
31867.44828,180.05726,,406.91144,,226.85418
31875.51382,177.57808,,402.83637,,225.25829
31883.57936,175.15661,,398.93385,,223.77724
31891.64491,172.78523,,395.22428,,222.43905
31899.71045,170.45809,,391.72352,,221.26543
31907.776,168.16631,,388.42471,,220.2584
31915.84154,165.90599,,385.30984,,219.40385
31923.90708,163.67028,,382.36334,,218.69306
31931.97263,161.45544,,379.54524,,218.0898
31940.03817,159.25854,,376.81143,,217.55289
31948.10372,157.078,,374.12032,,217.04232
31956.16926,154.91457,,371.4199,,216.50533
31964.2348,152.77002,,368.67429,,215.90427
31972.30035,150.64575,,365.8436,,215.19785
31980.36589,148.54553,,362.89798,,214.35245
31988.43144,146.47506,,359.81901,,213.34395
31996.49698,144.43659,,356.60225,,212.16566
32004.56252,142.43581,,353.25016,,210.81435
32012.62807,140.47643,,349.78254,,209.30611
32020.69361,138.55937,,346.22648,,207.66711
32028.75916,136.69073,,342.61422,,205.92349
32036.8247,134.87002,,338.98647,,204.11645
32044.89024,133.09548,,335.38555,,202.29007
32052.95579,131.3683,,331.85025,,200.48195
32061.02133,129.68388,,328.41629,,198.73241
32069.08688,128.04115,,325.11335,,197.0722
32077.15242,126.43395,,321.9603,,195.52635
32085.21796,124.8567,,318.96796,,194.11126
32093.28351,123.30611,,316.12846,,192.82235
32101.34905,121.77564,,313.44221,,191.66657
32109.4146,120.25989,,310.88178,,190.62189
32117.48014,118.75404,,308.41613,,189.66209
32125.54568,117.25332,,306.01477,,188.76145
32133.61123,115.756,,303.63753,,187.88153
32141.67677,114.25867,,301.251,,186.99233
32149.74232,112.75932,,298.82028,,186.06096
32157.80786,111.25827,,296.31687,,185.0586
32165.8734,109.75657,,293.71599,,183.95942
32173.93895,108.25415,,291.00369,,182.74954
32182.00449,106.75541,,288.17435,,181.41894
32190.07004,105.26281,,285.23291,,179.9701
32198.13558,103.78104,,282.18842,,178.40738
32206.20112,102.31469,,279.06027,,176.74558
32214.26667,100.8708,,275.87089,,175.00009
32222.33221,99.45439,,272.64981,,173.19542
32230.39776,98.07227,,269.42357,,171.3513
32238.4633,96.72905,,266.22151,,169.49246
32246.52884,95.43222,,263.06902,,167.6368
32254.59439,94.18553,,259.99048,,165.80495
32262.65993,92.99217,,257.00233,,164.01016
32270.72548,91.85328,,254.11375,,162.26047
32278.79102,90.76976,,251.33547,,160.56571
32286.85656,89.7386,,248.66458,,158.92598
32294.92211,88.75833,,246.09979,,157.34146
32302.98765,87.82082,,243.63491,,155.81409
32311.0532,86.92018,,241.25753,,154.33735
32319.11874,86.0481,,238.95737,,152.90927
32327.18428,85.19511,,236.72587,,151.53076
32335.24983,84.35094,,234.55099,,150.20005
32343.31537,83.5064,,232.42481,,148.91841
32351.38092,82.65226,,230.34326,,147.691
32359.44646,81.78144,,228.30059,,146.51915
32367.512,80.88751,,226.29854,,145.41103
32375.57755,79.9653,,224.33788,,144.37258
32383.64309,79.01318,,222.42053,,143.40735
32391.70864,78.03079,,220.5529,,142.52211
32399.77418,77.0206,,218.73911,,141.71851
32407.83972,75.98691,,216.98316,,140.99625
32415.90527,74.93535,,215.28956,,140.35421
32423.97081,73.87402,,213.65927,,139.78525
32432.03636,72.81227,,212.09107,,139.27881
32440.1019,71.75885,,210.58584,,138.82699
32448.16744,70.72481,,209.13427,,138.40946
32456.23299,69.71919,,207.72951,,138.01032
32464.29853,68.75122,,206.35977,,137.60855
32472.36408,67.82878,,205.0086,,137.17982
32480.42962,66.95908,,203.66418,,136.7051
32488.49516,66.14526,,202.3056,,136.16034
32496.56071,65.39137,,200.91434,,135.52297
32504.62625,64.69649,,199.47452,,134.77803
32512.6918,64.06061,,197.9658,,133.90519
32520.75734,63.47865,,196.3767,,132.89805
32528.82288,62.9455,,194.69387,,131.74838
32536.88843,62.45454,,192.91272,,130.45818
32544.95397,61.99753,,191.0299,,129.03237
32553.01952,61.56565,,189.0501,,127.48445
32561.08506,61.14965,,186.98054,,125.8309
32569.1506,60.74068,,184.83546,,124.09478
32577.21615,60.3301,,182.63165,,122.30155
32585.28169,59.911,,180.38961,,120.47861
32593.34724,59.47646,,178.13241,,118.65595
32601.41278,59.0213,,175.88007,,116.85877
32609.47832,58.54167,,173.65783,,115.11616
32617.54387,58.03579,,171.48383,,113.44804
32625.60941,57.50327,,169.37489,,111.87162
32633.67496,56.944,,167.34744,,110.40344
32641.7405,56.36005,,165.4113,,109.05125
32649.80604,55.75472,,163.57315,,107.81843
32657.87159,55.13092,,161.84035,,106.70943
32665.93713,54.49221,,160.21376,,105.72156
32674.00268,53.84326,,158.69647,,104.85321
32682.06822,53.18788,,157.28687,,104.09899
32690.13376,52.52875,,155.98475,,103.456
32698.19931,51.86998,,154.7906,,102.92062
32706.26485,51.21308,,153.70315,,102.49007
32714.3304,50.56094,,152.72157,,102.16063
32722.39594,49.9143,,151.84591,,101.93161
32730.46148,49.27381,,151.07266,,101.79886
32738.52703,48.64003,,150.40211,,101.76208
32746.59257,48.01281,,149.82785,,101.81504
32754.65812,47.39218,,149.34364,,101.95146
32762.72366,46.77833,,148.93992,,102.16159
32770.7892,46.17108,,148.60538,,102.4343
32778.85475,45.57093,,148.32604,,102.75511
32786.92029,44.97804,,148.08507,,103.10703
32794.98584,44.39339,,147.86507,,103.47168
32803.05138,43.8169,,147.64527,,103.82837
32811.11692,43.24957,,147.40899,,104.15942
32819.18247,42.69114,,147.13515,,104.44401
32827.24801,42.14165,,146.80706,,104.66541
32835.31356,41.59973,,146.40965,,104.80992
32843.3791,41.06538,,145.9295,,104.86412
32851.44464,40.53627,,145.35601,,104.81975
32859.51019,40.00972,,144.68358,,104.67387
32867.57573,39.48355,,143.90881,,104.42526
32875.64128,38.95574,,143.03263,,104.07689
32883.70682,38.42277,,142.05945,,103.63668
32891.77236,37.88235,,140.99558,,103.11323
32899.83791,37.33297,,139.85136,,102.51839
32907.90345,36.77262,,138.63874,,101.86612
32915.969,36.20045,,137.37251,,101.17206
32924.03454,35.61583,,136.06565,,100.44982
32932.10008,35.02026,,134.735,,99.71474
32940.16563,34.41457,,133.39487,,98.9803
32948.23117,33.80013,,132.06057,,98.26044
32956.29672,33.18023,,130.74499,,97.56476
32964.36226,32.55699,,129.45991,,96.90292
32972.4278,31.93353,,128.21487,,96.28135
32980.49335,31.31366,,127.01613,,95.70247
32988.55889,30.69986,,125.87055,,95.17069
32996.62444,30.09576,,124.77898,,94.68322
33004.68998,29.50403,,123.74411,,94.24008
33012.75552,28.92712,,122.76318,,93.83606
33020.82107,28.36674,,121.83326,,93.46653
33028.88661,27.82406,,120.94978,,93.12572
33036.95216,27.29956,,120.10938,,92.80982
33045.0177,26.7933,,119.30515,,92.51185
33053.08324,26.30408,,118.53177,,92.22769
33061.14879,25.83003,,117.784,,91.95398
33069.21433,25.36938,,117.05608,,91.6867
33077.27988,24.91881,,116.34398,,91.42517
33085.34542,24.4747,,115.64318,,91.16848
33093.41096,24.03482,,114.94895,,90.91413
33101.47651,23.59463,,114.26008,,90.66545
33109.54205,23.15121,,113.57149,,90.42028
33117.6076,22.70111,,112.88094,,90.17983
33125.67314,22.24203,,112.18504,,89.94301
33133.73868,21.77169,,111.48029,,89.7086
33141.80423,21.28874,,110.76171,,89.47297
33149.86977,20.792,,110.02519,,89.23319
33157.93532,20.28192,,109.26434,,88.98242
33166.00086,19.7586,,108.47588,,88.71728
33174.0664,19.22421,,107.65306,,88.42885
33182.13195,18.68,,106.79043,,88.11043
33190.19749,18.12872,,105.88464,,87.75592
33198.26304,17.57324,,104.93071,,87.35747
33206.32858,17.01693,,103.92919,,86.91226
33214.39412,16.46345,,102.87935,,86.4159
33222.45967,15.91657,,101.78353,,85.86696
33230.52521,15.38,,100.64614,,85.26615
33238.59076,14.85753,,99.47422,,84.6167
33246.6563,14.3524,,98.27685,,83.92445
33254.72184,13.86717,,97.06401,,83.19684
33262.78739,13.40571,,95.84684,,82.44113
33270.85293,12.9692,,94.63723,,81.66803
33278.91848,12.55876,,93.44733,,80.88858
33286.98402,12.17547,,92.28708,,80.11161
33295.04956,11.8192,,91.16694,,79.34775
33303.11511,11.48887,,90.09412,,78.60525
33311.18065,11.18369,,89.07277,,77.88909
33319.2462,10.90145,,88.10719,,77.20574
33327.31174,10.6402,,87.19724,,76.55705
33335.37728,10.3972,,86.34119,,75.944
33343.44283,10.16976,,85.53375,,75.36399
33351.50837,9.9548,,84.76945,,74.81465
33359.57392,9.74969,,84.03974,,74.29005
33367.63946,9.5514,,83.33674,,73.78534
33375.705,9.35767,,82.6505,,73.29283
33383.77055,9.16603,,81.97364,,72.80761
33391.83609,8.97431,,81.29669,,72.32238
33399.90164,8.78135,,80.61423,,71.83288
33407.96718,8.58564,,79.92049,,71.33486
33416.03272,8.38611,,79.21124,,70.82513
33424.09827,8.18286,,78.48673,,70.30387
33432.16381,7.97545,,77.7463,,69.77084
33440.22936,7.76427,,76.99199,,69.22772
33448.2949,7.55008,,76.2286,,68.67852
33456.36044,7.33381,,75.46076,,68.12695
33464.42599,7.11684,,74.69413,,67.5773
33472.49153,6.90038,,73.93428,,67.0339
33480.55708,6.68579,,73.18728,,66.50149
33488.62262,6.47532,,72.45689,,65.98157
33496.68816,6.27009,,71.74937,,65.47928
33504.75371,6.07151,,71.06618,,64.99468
33512.81925,5.88105,,70.40791,,64.52686
33520.8848,5.69962,,69.77549,,64.07588
33528.95034,5.52811,,69.16588,,63.63777
33537.01588,5.36709,,68.57683,,63.20974
33545.08143,5.21667,,68.00449,,62.78782
33553.14697,5.07702,,67.44361,,62.36659
33561.21252,4.94766,,66.88924,,61.94158
33569.27806,4.82808,,66.3364,,61.50832
33577.3436,4.71767,,65.78002,,61.06235
33585.40915,4.61564,,65.21673,,60.60108
33593.47469,4.52108,,64.64332,,60.12224
33601.54024,4.43312,,64.05764,,59.62452
33609.60578,4.3509,,63.45967,,59.10878
33617.67132,4.27385,,62.84936,,58.57551
33625.73687,4.20123,,62.22995,,58.02871
33633.80241,4.13255,,61.60336,,57.47081
33641.86796,4.06748,,60.97358,,56.9061
33649.9335,4.00567,,60.34529,,56.33962
33657.99904,3.94709,,59.72215,,55.77505
33666.06459,3.89165,,59.10923,,55.21758
33674.13013,3.83928,,58.50993,,54.67065
33682.19568,3.79014,,57.92784,,54.1377
33690.26122,3.74415,,57.36461,,53.62046
33698.32676,3.70122,,56.82233,,53.12111
33706.39231,3.66127,,56.29962,,52.63834
33714.45785,3.62439,,55.79744,,52.17304
33722.5234,3.59026,,55.31294,,51.72268
33730.58894,3.55863,,54.84301,,51.28438
33738.65448,3.5292,,54.38425,,50.85506
33746.72003,3.50163,,53.93287,,50.43124
33754.78557,3.47573,,53.4842,,50.00847
33762.85112,3.45111,,53.03484,,49.58373
33770.91666,3.42743,,52.58112,,49.15369
33778.9822,3.40448,,52.12031,,48.71582
33787.04775,3.38202,,51.6501,,48.26808
33795.11329,3.35998,,51.16934,,47.80936
33803.17884,3.3382,,50.67842,,47.34022
33811.24438,3.31662,,50.17822,,46.8616
33819.30992,3.29527,,49.6709,,46.37563
33827.37547,3.27411,,49.15944,,45.88533
33835.44101,3.25315,,48.64793,,45.39478
33843.50656,3.2325,,48.14105,,44.90855
33851.5721,3.21214,,47.64292,,44.43078
33859.63764,3.19201,,47.15855,,43.96654
33867.70319,3.172,,46.69181,,43.51981
33875.76873,3.15206,,46.24735,,43.09528
33883.83428,3.13198,,45.82783,,42.69585
33891.89982,3.11148,,45.43497,,42.32349
33899.96536,3.09037,,45.07051,,41.98014
33908.03091,3.06824,,44.73379,,41.66554
33916.09645,3.04487,,44.42401,,41.37914
33924.162,3.01982,,44.13894,,41.11912
33932.22754,2.99284,,43.87475,,40.88191
33940.29308,2.96366,,43.62835,,40.66469
33948.35863,2.93208,,43.39482,,40.46274
33956.42417,2.89781,,43.1691,,40.27129
33964.48972,2.86081,,42.94655,,40.08574
33972.55526,2.82104,,42.72175,,39.90071
33980.6208,2.77856,,42.49027,,39.7117
33988.68635,2.73353,,42.24772,,39.51419
33996.75189,2.68609,,41.99019,,39.30411
34004.81744,2.63655,,41.71522,,39.07867
34012.88298,2.58526,,41.42024,,38.83498
34020.94852,2.53268,,41.10408,,38.57141
34029.01407,2.47919,,40.76663,,38.28743
34037.07961,2.42543,,40.40812,,37.9827
34045.14516,2.37187,,40.02962,,37.65775
34053.2107,2.31913,,39.6332,,37.31407
34061.27624,2.26776,,39.22141,,36.95365
34069.34179,2.2184,,38.79672,,36.57832
34077.40733,2.1716,,38.36253,,36.19093
34085.47288,2.12779,,37.92115,,35.79336
34093.53842,2.08744,,37.47629,,35.38885
34101.60396,2.05083,,37.03013,,34.9793
34109.66951,2.01826,,36.58569,,34.56743
34117.73505,1.98974,,36.14435,,34.15461
34125.8006,1.9652,,35.70762,,33.74242
34133.86614,1.9444,,35.27717,,33.33277
34141.93168,1.92697,,34.85378,,32.92682
34149.99723,1.91236,,34.43778,,32.52542
34158.06277,1.89992,,34.03011,,32.13019
34166.12832,1.8889,,33.63119,,31.74229
34174.19386,1.87845,,33.24121,,31.36276
34182.2594,1.86765,,32.8611,,30.99345
34190.32495,1.85559,,32.49134,,30.63574
34198.39049,1.84147,,32.13287,,30.29139
34206.45604,1.82448,,31.78673,,29.96225
34214.52158,1.80396,,31.45416,,29.6502
34222.58712,1.77944,,31.13611,,29.35668
34230.65267,1.75058,,30.83403,,29.08344
34238.71821,1.71732,,30.54876,,28.83144
34246.78376,1.67978,,30.28157,,28.60178
34254.8493,1.6383,,30.03297,,28.39467
34262.91484,1.59339,,29.80351,,28.21012
34270.98039,1.54587,,29.59345,,28.04757
34279.04593,1.49661,,29.40274,,27.90613
34287.11148,1.4466,,29.23089,,27.7843
34295.17702,1.39693,,29.07723,,27.6803
34303.24256,1.34869,,28.94028,,27.59159
34311.30811,1.30286,,28.81926,,27.5164
34319.37365,1.26038,,28.71219,,27.45182
34327.4392,1.22204,,28.61696,,27.39492
34335.50474,1.18838,,28.5313,,27.34292
34343.57028,1.15973,,28.45248,,27.29275
34351.63583,1.13621,,28.37798,,27.24178
34359.70137,1.11759,,28.30481,,27.18722
34367.76692,1.10358,,28.22996,,27.12637
34375.83246,1.09354,,28.15022,,27.05668
34383.898,1.08666,,28.06284,,26.97618
34391.96355,1.08212,,27.96493,,26.88282
34400.02909,1.07888,,27.8543,,26.77542
34408.09464,1.07602,,27.72847,,26.65245
34416.16018,1.07262,,27.5858,,26.51318
34424.22572,1.0679,,27.42523,,26.35732
34432.29127,1.06122,,27.24621,,26.18498
34440.35681,1.05226,,27.0485,,25.99624
34448.42236,1.04081,,26.83259,,25.79178
34456.4879,1.02692,,26.59951,,25.57259
34464.55344,1.01091,,26.35067,,25.33976
34472.61899,0.99326,,26.08814,,25.09488
34480.68453,0.97466,,25.81404,,24.83938
34488.75008,0.95584,,25.53118,,24.57533
34496.81562,0.93764,,25.24233,,24.3047
34504.88116,0.92084,,24.9505,,24.02966
34512.94671,0.90612,,24.65891,,23.7528
34521.01225,0.89404,,24.37071,,23.47667
34529.0778,0.8851,,24.08909,,23.20399
34537.14334,0.87943,,23.81689,,22.93746
34545.20888,0.87705,,23.55689,,22.67984
34553.27443,0.87772,,23.3113,,22.43358
34561.33997,0.88104,,23.08234,,22.2013
34569.40552,0.88653,,22.87105,,21.98451
34577.47106,0.89348,,22.67841,,21.78493
34585.5366,0.90119,,22.5045,,21.60331
34593.60215,0.9089,,22.34855,,21.43966
34601.66769,0.91585,,22.20944,,21.29359
34609.73324,0.92142,,22.08518,,21.16376
34617.79878,0.92498,,21.97319,,21.04821
34625.86432,0.92609,,21.87047,,20.94438
34633.92987,0.9244,,21.77356,,20.84917
34641.99541,0.9197,,21.67874,,20.75904
34650.06096,0.91192,,21.58247,,20.67056
34658.1265,0.90115,,21.4812,,20.58005
34666.19204,0.88752,,21.37158,,20.48405
34674.25759,0.87132,,21.25078,,20.37946
34682.32313,0.85287,,21.11631,,20.26344
34690.38868,0.83255,,20.96714,,20.1346
34698.45422,0.81084,,20.80199,,19.99115
34706.51976,0.78816,,20.62076,,19.8326
34714.58531,0.76491,,20.42407,,19.65916
34722.65085,0.74151,,20.21318,,19.47167
34730.7164,0.71831,,19.99015,,19.27183
34738.78194,0.69555,,19.75715,,19.0616
34746.84748,0.6737,,19.51704,,18.84334
34754.91303,0.65281,,19.2726,,18.6198
34762.97857,0.63304,,19.02677,,18.39373
34771.04412,0.61451,,18.78231,,18.16779
34779.10966,0.59728,,18.54174,,17.94445
34787.1752,0.58138,,18.30726,,17.72588
34795.24075,0.56678,,18.08035,,17.51356
34803.30629,0.5535,,17.86235,,17.30886
34811.37184,0.54146,,17.65366,,17.11221
34819.43738,0.53061,,17.45451,,16.9239
34827.50292,0.52087,,17.26431,,16.74344
34835.56847,0.51216,,17.0822,,16.57004
34843.63401,0.50434,,16.90709,,16.40275
34851.69956,0.4973,,16.73753,,16.24023
34859.7651,0.49088,,16.572,,16.08112
34867.83064,0.48492,,16.40899,,15.92406
34875.89619,0.47922,,16.24736,,15.76814
34883.96173,0.47365,,16.0857,,15.61205
34892.02728,0.46797,,15.92337,,15.4554
34900.09282,0.4621,,15.75969,,15.29759
34908.15836,0.45584,,15.59472,,15.13888
34916.22391,0.44909,,15.42851,,14.97942
34924.28945,0.44177,,15.26164,,14.81987
34932.355,0.43386,,15.09473,,14.66087
34940.42054,0.42534,,14.92887,,14.50353
34948.48608,0.41625,,14.76514,,14.34889
34956.55163,0.40667,,14.60459,,14.19792
34964.61717,0.39665,,14.44824,,14.05159
34972.68272,0.38639,,14.29674,,13.91035
34980.74826,0.37593,,14.15114,,13.77521
34988.8138,0.3654,,14.01161,,13.64621
34996.87935,0.35489,,13.87811,,13.52322
35004.94489,0.34448,,13.7505,,13.40602
35013.01044,0.33424,,13.62794,,13.29371
35021.07598,0.3242,,13.50992,,13.18572
35029.14152,0.31438,,13.39522,,13.08083
35037.20707,0.30483,,13.28247,,12.97764
35045.27261,0.29549,,13.17057,,12.87507
35053.33816,0.28639,,13.05801,,12.77162
35061.4037,0.2775,,12.94389,,12.66639
35069.46924,0.26882,,12.82715,,12.55832
35077.53479,0.26034,,12.70711,,12.44678
35085.60033,0.25208,,12.58336,,12.33128
35093.66588,0.24404,,12.45588,,12.21184
35101.73142,0.23628,,12.32492,,12.08863
35109.79696,0.22883,,12.19116,,11.96233
35117.86251,0.22172,,12.05551,,11.83379
35125.92805,0.21499,,11.91896,,11.70396
35133.9936,0.20869,,11.78273,,11.57403
35142.05914,0.20287,,11.64809,,11.44522
35150.12468,0.19754,,11.51611,,11.31858
35158.19023,0.19271,,11.38785,,11.19514
35166.25577,0.1884,,11.26407,,11.07568
35174.32132,0.18458,,11.14527,,10.96069
35182.38686,0.18121,,11.03167,,10.85046
35190.4524,0.1783,,10.92298,,10.74468
35198.51795,0.17578,,10.81911,,10.64333
35206.58349,0.1736,,10.71923,,10.54563
35214.64904,0.17168,,10.62238,,10.45071
35222.71458,0.16998,,10.52769,,10.35771
35230.78012,0.16843,,10.43398,,10.26555
35238.84567,0.167,,10.34032,,10.17332
35246.91121,0.16562,,10.24573,,10.08011
35254.97676,0.16426,,10.14947,,9.98521
35263.0423,0.1629,,10.05087,,9.88797
35271.10784,0.1615,,9.94958,,9.78808
35279.17339,0.1601,,9.84548,,9.68538
35287.23893,0.15869,,9.73873,,9.58005
35295.30448,0.1573,,9.62961,,9.47231
35303.37002,0.15598,,9.51863,,9.36264
35311.43556,0.15479,,9.40636,,9.25157
35319.50111,0.15378,,9.29356,,9.13977
35327.56665,0.15305,,9.18083,,9.02778
35335.6322,0.15265,,9.06891,,8.91626
35343.69774,0.15267,,8.95837,,8.8057
35351.76328,0.15317,,8.84969,,8.69652
35359.82883,0.1542,,8.74329,,8.58909
35367.89437,0.15581,,8.63927,,8.48345
35375.95992,0.158,,8.53782,,8.37981
35384.02546,0.16075,,8.43885,,8.2781
35392.091,0.16402,,8.34236,,8.17834
35400.15655,0.16775,,8.24816,,8.08041
35408.22209,0.17183,,8.15601,,7.98418
35416.28764,0.17616,,8.06576,,7.8896
35424.35318,0.18061,,7.9773,,7.7967
35432.41872,0.18504,,7.89049,,7.70545
35440.48427,0.18931,,7.80529,,7.61598
35448.54981,0.1933,,7.72174,,7.52844
35456.61536,0.1969,,7.63988,,7.44297
35464.6809,0.20001,,7.55986,,7.35985
35472.74644,0.20257,,7.48181,,7.27924
35480.81199,0.20453,,7.40583,,7.2013
35488.87753,0.20587,,7.33209,,7.12622
35496.94308,0.20661,,7.26074,,7.05413
35505.00862,0.20679,,7.19178,,6.985
35513.07416,0.20644,,7.12526,,6.91882
35521.13971,0.20562,,7.06108,,6.85546
35529.20525,0.20441,,6.99912,,6.7947
35537.2708,0.20287,,6.93925,,6.73639
35545.33634,0.20106,,6.88114,,6.68008
35553.40188,0.19903,,6.82448,,6.62545
35561.46743,0.19685,,6.76893,,6.57208
35569.53297,0.19454,,6.71397,,6.51943
35577.59852,0.19214,,6.65929,,6.46714
35585.66406,0.18968,,6.6043,,6.41462
35593.7296,0.18717,,6.54853,,6.36136
35601.79515,0.18465,,6.49161,,6.30696
35609.86069,0.18215,,6.43297,,6.25082
35617.92624,0.1797,,6.37233,,6.19263
35625.99178,0.17734,,6.30933,,6.13198
35634.05732,0.17512,,6.24385,,6.06873
35642.12287,0.17309,,6.17574,,6.00265
35650.18841,0.1713,,6.10503,,5.93373
35658.25396,0.1698,,6.03188,,5.86207
35666.3195,0.16865,,5.95658,,5.78793
35674.38504,0.16786,,5.87946,,5.71159
35682.45059,0.16747,,5.801,,5.63354
35690.51613,0.16745,,5.72174,,5.55429
35698.58168,0.16781,,5.64214,,5.47433
35706.64722,0.16848,,5.56288,,5.39439
35714.71276,0.16942,,5.48445,,5.31503
35722.77831,0.17053,,5.40732,,5.23679
35730.84385,0.17173,,5.33203,,5.1603
